settlement_id,payment_id,merchant_reference,customer_id,gross_amount,fee,tax,net_amount,settlement_date,settlement_status
SET_3967e60a-823d-4107-9c8a-c066cb2fafa3,pay_3e2b6091-a092-452a-94a0-57a7b0cc1b3b,ORD00276,CUST0075,34901.13,698.02,125.64,34077.47,2026-02-21 01:00:36,settled
SET_cac4d0eb-3373-430e-bc31-a5971f119c0f,pay_4d3485c5-c5c1-4eb4-b27b-3d901a16342c,MER-ORD00277,CUST0164,43436.21,868.72,156.37,42411.12,2026-07-12 15:19:15,settled
SET_7e7838c9-ca55-438b-bc9a-be10238d6f44,pay_ce3714af-99b4-4350-af2b-99b4d9acd158,ORD00278,CUST0027,43648.71,872.97,157.13,42618.61,2026-08-14 22:39:58,settled
SET_9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,pay_90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,ORD00279,CUST0073,23522.91,470.46,84.68,22817.77,2026-06-24 01:28:00,settled
SET_fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,pay_8861fe18-58e2-4888-8a83-81bec85aca46,ORD00280,CUST0088,9299.75,186.0,33.48,9080.27,2026-01-23 22:51:56,settled
SET_e25df9a8-9ca8-45c4-a138-afe08d38bbd8,pay_11a72609-5edd-4bbf-a959-76636daa2e68,ORD00281,CUST0065,47059.07,941.18,169.41,45948.48,2026-07-07 12:45:31,settled
SET_65edcfe3-4f2d-4d3f-90d4-de39161237c9,pay_033d2bce-575a-4d2c-a5c5-650c8186a576,ORD00282,CUST0030,41123.57,822.47,148.04,40153.06,2026-06-06 14:51:50,settled
SET_7a89cbeb-b807-478a-b788-f5d1ffe575f6,pay_7d7ddbed-d284-476c-ab88-f83dd97dc9cd-SET,ORD00283,CUST0126,3796.7,75.93,13.67,3707.1,2026-01-24 19:40:22,settled
SET_68d0a2a8-c4e7-47dd-a929-de738693fd9d,,ORD00284,CUST0039,7544.96,150.9,27.16,7366.9,2026-08-09 14:02:42,settled
SET_20156a72-12e1-43a6-932c-ae01d2c65ee4,pay_75b17a55-d426-4982-a43e-4288a2b5b498,ORD00285,CUST0243,15261.39,305.23,54.94,14901.22,2026-04-09 09:18:26,settled
SET_12fc7a87-a470-4d48-9128-b9b1f8ede0ca,pay_2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,ORD-00286,CUST0031,27947.84,558.96,100.61,27288.27,2026-06-12 15:01:22,settled
SET_8471b4b0-ae1b-4f69-b740-d83173318749,pay_a6846099-f729-4951-8591-31d2bbda0242,ORD00287,CUST0156,29846.73,596.93,107.45,29142.35,2026-08-30 04:04:36,settled
SET_d43cdd6d-e0c1-4f1e-a0da-897258321ee4,pay_eb6c1016-cee6-44d0-9dac-6e8345241ea6,ORD00288,CUST0058,38807.11,776.14,139.71,37891.26,2026-05-30 17:22:48,settled
SET_96792482-a3c9-48e4-8d22-38e6c7bf4fbc,pay_7701f7bb-7bc6-4e1f-864e-e6e389c5b31a-SET,ORD00289,CUST0116,45434.37,908.69,163.56,44362.12,2026-04-27 11:31:55,settled
SET_21084dd9-f75d-4e3c-848d-56502e9522d6,pay_97ac6aa8-bb24-48a3-9363-57b66f81cf4f,ORD00290,CUST0221,29467.4,589.35,106.08,28621.97,2026-06-19 12:59:01,settled
SET_de431e06-e924-4069-80bb-ae526ec01269,pay_3ed8c56c-da09-4fa0-9282-8d8044b591f7,ORD00291,CUST0079,28474.61,569.49,102.51,27652.61,2026-01-26 09:23:13,settled
SET_84a2576c-1fc9-45f8-94d6-07350e2f8958,pay_4767d76c-162f-4a24-af43-613cd4aac9a3,ORD00292,CUST0157,48009.43,960.19,172.83,46876.41,2026-02-11 12:55:26,settled
SET_2976aab2-2a26-4770-8ddb-1b36272c0588,pay_c01f36bf-3e6d-458b-b367-c28de1b294de,ORD00293,CUST0243,38160.58,763.21,137.38,37259.99,2026-03-25 22:53:50,settled
SET_39b86bb2-b596-4a7c-af4a-fa885299e505,pay_ab0e664e-9c3e-42d5-91e1-aa9676f72255,ORD00294,CUST0068,33055.36,661.11,119.0,32275.25,2026-03-05 23:52:41,settled
SET_84d67c4f-f0df-4684-b28e-41225894f7f1,pay_7e8adee7-0758-4201-961e-16d16105716b,ORD 00295,CUST0062,8773.3,175.47,31.58,8566.25,2026-01-31 03:39:19,settled
SET_143029a9-d88f-4c94-88b7-63d5e519dd7e,pay_7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,ord00296,CUST0041,233.52,4.67,0.84,228.01,2026-06-25 22:59:55,settled
SET_f4d375c1-a293-49fa-b240-d7a14027ab7d,pay_3eabedcb-baa8-4dd4-88bd-64072bcfbe01,ORD00297,CUST0177,29731.18,594.62,107.03,29029.53,2026-04-27 02:44:00,settled
SET_a0017720-200b-4903-8642-6c458d03f17a,pay_989d9d4a-e15c-4666-8797-b2c957207246,ORD00298,CUST0009,11650.66,233.01,41.94,11375.71,2026-04-22 19:07:34,settled
SET_9780c215-2b2b-48e9-a417-c09380a8a23d,pay_7d7ddbed-d284-476c-ab88-f83dd97dc9cd,ORD00300,CUST0176,11747.85,234.96,42.29,11470.6,2026-04-16 17:49:40,settled
SET_2bd3cdcd-2779-4685-94a5-3fdef10d27c8,pay_680bac63-b856-4035-bdc9-829015eabb27,ORD00301,CUST0202,39583.26,791.67,142.5,38649.09,2026-08-21 01:14:14,settled
SET_e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,pay_3d85de89-c217-4429-8e20-07247d137018,ORD00302,CUST0170,40214.89,804.3,144.77,39265.82,2026-03-19 19:48:31,settled
SET_ec86a890-d7b0-4bdc-966e-3cbe9aea622f,pay_b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,MER-ORD00303,CUST0109,5827.34,116.55,20.98,5689.81,2026-03-30 07:22:33,settled
SET_dd20c3bf-d342-4f08-8a8b-b5b490494583,pay_046a0df5-cafd-4613-b2bb-912d7da67785,ORD00304,CUST0166,7534.57,150.69,27.12,7356.76,2026-04-17 03:52:26,settled
SET_f2d3f761-0ba3-4279-94cb-056407437c3b,pay_6786d506-38ba-4abc-8b53-05e517d2582e,ORD00305,CUST0212,7197.59,143.95,25.91,7027.73,2026-01-27 03:52:00,settled
SET_43c07d43-93a7-4792-8561-b8dca4364fcd,pay_a9f948b2-4e63-44bb-be49-3f43b118f68d,ORD00306,CUST0043,39652.17,793.04,142.75,38716.38,2026-08-22 02:12:44,settled
SET_92779574-c457-4cc3-b5f7-89bca6b07458,pay_8db06746-7927-4973-9e78-1fd794e0d3ba,ORD 00307,CUST0192,41229.59,824.59,148.43,40256.57,2026-04-25 02:02:44,settled
SET_07c0d116-a394-4d54-9e3c-5a886aa56e6d,pay_ff233d5f-6ced-415d-9800-7c0287ea7ff5,ORD00308,CUST0113,6305.25,126.11,22.7,6156.44,2026-05-02 02:20:07,settled
SET_8baaf744-a08d-421b-a395-4cb17f7f6c0a,pay_5a104129-54ae-4d1b-8ce6-424dbef59fe6,ORD00309,CUST0180,20185.18,403.7,72.67,19708.81,2026-04-18 17:31:06,settled
SET_4d560a3d-f4e7-469a-a454-09374a27ebf2,,ORD00310,CUST0129,27045.08,540.9,97.36,26406.82,2026-06-21 00:12:30,settled
SET_741b77f5-4c24-4053-a7f5-ae02af5b8f47,pay_be2d740a-1e9b-43bc-90c7-c006314d3441,ORD00312,CUST0189,16183.85,323.68,58.26,15801.91,2026-04-11 05:35:52,settled
SET_76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,pay_bd1531c8-3764-4bda-b108-d4482f65fafa,ORD00314,CUST0151,47544.24,950.88,171.16,46422.2,2026-04-16 16:01:29,settled
SET_24c778a5-9b4e-464b-9716-dc2e343ada2a,pay_96ef2ad6-b97e-4703-86c8-adfe7bf47042,ORD00315,CUST0148,2107.56,42.15,7.59,2057.82,2026-03-11 00:53:45,settled
SET_51beb80e-b7e6-414c-9c8a-49225005680f,pay_98c7472a-864e-4a13-829c-fc0cfa02eaec,ORD00316,CUST0121,25996.3,519.93,93.59,25382.78,2026-06-23 17:52:36,settled
SET_586a346a-dc5b-47d1-bcef-1972bbf483ce,pay_d52721e7-19bc-443e-bb02-bebb48729a4d,ORD00317,CUST0235,13980.01,279.6,50.33,13650.08,2026-08-18 07:40:03,settled
SET_c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,pay_5c62b3a2-3a3c-463e-8bd6-cee631b1b099,ORD00318,CUST0112,31775.76,635.52,114.39,31025.85,2026-07-11 23:12:59,settled
SET_1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,pay_b540b30e-039f-4a25-8d61-68bd2defe193,ORD00319,CUST0249,4653.0,93.06,16.75,4543.19,2026-05-17 03:13:55,settled
SET_1f5d988f-776a-4f09-bde2-885951b1943c,pay_0ba6eab9-4639-447b-a067-bdac88bd13d1,ORD00320,CUST0105,16732.09,334.64,60.24,16337.21,2026-02-12 14:56:29,settled
SET_24108e9a-3f77-4cae-b318-b96d44790612,pay_4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,MER-ORD00321,CUST0220,8125.16,162.5,29.25,7933.41,2026-06-11 20:48:37,settled
SET_f204be89-4a4b-4563-8cf4-77ef18c8a616,pay_a34b6cf6-2053-4a42-b1af-db65b289f224,ORD00322,CUST0178,24823.9,496.48,89.37,24238.05,2026-06-06 12:29:07,settled
SET_e6fdd7af-dd84-4acc-b672-94643f8ea40a,pay_48ca7651-92f5-4f7b-8323-d342df6a8f93,ORD00324,CUST0117,4494.18,89.88,16.18,4388.12,2026-04-11 00:31:40,settled
SET_ef0a573d-53d2-456d-9040-158728e213bc,pay_5738811d-70c2-403f-ba8d-03aa782a65e0,ORD00325,CUST0083,5884.49,117.69,21.18,5745.62,2026-06-08 23:11:04,settled
SET_3098f7b2-500e-45c0-b89b-df7f93e34c35,pay_40a26c60-0d27-4659-b72a-da9b2f32751e,ORD00326,CUST0222,25778.35,515.57,92.8,25169.98,2026-01-03 10:43:43,settled
SET_fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,pay_1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,ORD00327,CUST0169,43481.44,869.63,156.53,42305.28,2026-07-02 09:55:53,settled
SET_e10b1a47-7fae-4748-b781-321e83c501cb,pay_7de31a51-6694-4343-90ba-58e3d2762bdc,ORD00328,CUST0106,2804.78,56.1,10.1,2738.58,2026-07-24 08:12:19,settled
SET_170d7507-05ee-41d4-bf53-a88e4efc8248,pay_afbb411a-a123-4a8c-93b7-a88612f70c97,ORD00329,CUST0093,31169.43,623.39,112.21,30433.83,2026-07-16 14:17:32,settled
SET_750d112e-8164-4eec-a4ab-851bf1fac6e7,pay_cfa701cd-2631-400b-a6d7-94d30db95301,ORD00330,CUST0161,22157.84,443.16,79.77,21634.91,2026-01-22 01:03:23,settled
SET_95560a2d-3713-4466-bda0-6476f778c676,pay_15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,ORD00331,CUST0053,13426.11,268.52,48.33,12959.26,2026-02-22 21:07:54,settled
SET_4806f804-0cf0-474c-8c74-dc0f5a575539,pay_8edddfcd-1e52-4770-bf89-7142fe716b14,ORD00332,CUST0238,14472.65,289.45,52.1,14131.1,2026-07-11 05:50:29,settled
SET_d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,,ORD00333,CUST0032,1540.59,30.81,5.55,1504.23,2026-08-27 11:05:42,settled
SET_4926ce5f-7878-4140-ac2a-4f71a77d95f1,pay_c693da11-39c6-41ca-9e50-aa42ca6dfda1,ORD00334,CUST0205,12040.94,240.82,43.35,11756.77,2026-03-06 12:11:29,settled
SET_1b84edc3-d8e0-49de-8217-ea0e896490ab,pay_e893be3d-7354-4a6f-a160-745985c7504b,ORD00335,CUST0080,27586.87,551.74,99.31,26935.82,2026-08-04 11:21:22,settled
SET_43b47ee5-e1e8-4e7e-a249-8f666e51484d,pay_96a9954f-dc33-41f9-8c1f-55ab715629ee,ORD00336,CUST0105,4751.14,95.02,17.1,4639.02,2026-02-15 01:32:03,settled
SET_673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,pay_9191b363-4e2d-4645-adc7-cac7fd72b050,ORD00337,CUST0119,47358.33,947.17,170.49,46090.67,2026-03-04 19:06:53,settled
SET_0d18ab95-668c-4477-8b95-017c5dae1201,pay_f5c9b047-9c10-4572-8f6b-40d09efba58b,ORD00338,CUST0128,46639.39,932.79,167.9,45538.7,2026-05-04 08:20:48,settled
SET_5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,pay_c342bd2b-f295-456e-9967-5f06bd767e35,ORD 00339,CUST0131,35300.04,706.0,127.08,34466.96,2026-06-13 08:39:02,settled
SET_62e7c1a6-12d2-4a06-89e1-cd138da00495,pay_43bfd931-3605-4f54-a021-c0ca3531968d,ORD00340,CUST0214,24176.73,483.53,87.04,23606.16,2026-07-05 09:24:26,settled
SET_8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,pay_3d67cde9-2834-44c0-94c8-b3b4a911d192,ORD00341,CUST0063,22893.64,457.87,82.42,22353.35,2026-02-27 04:09:39,settled
SET_9f8cc29f-fd35-4c5f-9347-9a3b479bc637,pay_2812859a-1337-439e-8d4f-5d272c7f0b79,ORD00342,CUST0099,9611.46,192.23,34.6,9384.63,2026-08-23 18:36:14,settled
SET_20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,pay_b07aa066-7354-45ea-a894-9b8d00af5b3a,ORD00343,CUST0131,37340.0,746.8,134.42,36458.78,2026-02-26 00:20:59,settled
SET_5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,pay_085b15fb-4a8f-4810-b84c-2f29980402a2,ORD00344,CUST0222,3583.52,71.67,12.9,3498.95,2026-06-14 03:32:37,settled
SET_8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,pay_48603b32-b4fb-4eb9-89c1-3de73b4206c5,ORD-00345,CUST0088,46718.99,934.38,168.19,45616.42,2026-07-20 04:27:29,settled
SET_24eeb4a6-c145-45c7-9d98-6115f05eeefe,pay_1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,ORD00346,CUST0069,41045.42,820.91,147.76,40076.75,2026-04-22 20:15:01,settled
SET_66c14dca-8255-4a61-9a3b-031932f57510,pay_43b9da13-ec85-4f37-bbc1-a987aff8754d,ORD00347,CUST0186,14997.94,299.96,53.99,14643.99,2026-08-19 22:39:21,settled
SET_09f64405-0b99-4034-8a4e-255280051b10,pay_96fc734d-a003-4d28-8a8f-3653c9af18f8,ORD00348,CUST0149,49945.23,998.9,179.8,48766.53,2026-07-11 03:46:43,settled
SET_cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,pay_32a447b2-ef04-457d-8dcc-c33aa9434aa0,ORD00349,CUST0222,7514.91,150.3,27.05,7337.56,2026-08-01 03:56:05,settled
SET_2620f9a9-74fd-43d1-84f2-fd0f79474bfa,pay_398d1ca6-8b68-40b5-9d61-fac36cd5e859,ORD00350,CUST0124,17321.68,346.43,62.36,16912.89,2026-08-05 08:14:35,settled
SET_23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,pay_44007d5a-e88d-4719-a624-2b40a5cb63a2,ORD00351,CUST0196,27217.16,544.34,97.98,26424.84,2026-06-28 20:07:09,settled
SET_518b2f21-9cf2-4859-ae6e-2e7253f591dc,pay_0f44704f-1247-4a4e-a469-98e8d39e198b,ORD00352,CUST0239,16156.69,323.13,58.16,15775.4,2026-03-18 06:22:03,settled
SET_9dd2f9de-fd98-4e33-a498-abe92999bbef,pay_9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,ORD00353,CUST0179,12016.4,240.33,43.26,11732.81,2026-05-30 17:32:49,settled
SET_97fe56c5-4c9a-4f24-97b4-c294bd44089d,pay_ebd34616-91b7-4d8e-9301-6989bfbbb17f,ORD00354,CUST0060,42815.05,856.3,154.13,41804.62,2026-06-10 12:42:05,settled
SET_827c9f8c-d40a-45e9-81df-6517561c9210,pay_77fc9703-1fd5-4423-b06c-5c5649e2623d,ORD00355,CUST0012,15977.0,319.54,57.52,15449.94,2026-07-04 16:27:29,settled
SET_901bcdef-b56f-48ce-bd66-971e88476c56,pay_670acc5c-b321-4f21-8dd8-eb85b04d3376,ORD00356,CUST0181,45680.17,913.6,164.45,44602.12,2026-05-31 01:19:54,settled
SET_044251db-d0d4-4a67-b992-8faa4cbf131d,,ORD00357,CUST0099,49421.86,988.44,177.92,48255.5,2026-03-02 01:43:27,settled
SET_1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,pay_9918ee46-1497-4658-b010-f7197e695d0d,ORD00358,CUST0127,48244.74,964.89,173.68,47106.17,2026-03-01 00:42:01,settled
SET_4ec3f970-956d-40e4-aaa2-6216fada98f5,pay_bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,ORD00359,CUST0129,48271.14,965.42,173.78,47131.94,2026-05-12 22:24:53,settled
SET_df41e335-b9ae-48e4-a615-99c8cbf81f86,pay_069f14f1-4018-4c6e-9a8c-fa3c5283aac7,ORD00360,CUST0223,5108.19,102.16,18.39,4837.64,2026-06-23 23:57:04,settled
SET_98cf1188-06d2-4913-a117-3719b023a0ea,,ORD00361,CUST0026,26344.96,526.9,94.84,25723.22,2026-06-29 10:52:42,settled
SET_a7d4cf50-f791-41e5-83f9-cd6b797ebe87,pay_964db03f-9340-4fad-9c4a-d56bd6016237,ORD00362,CUST0004,36149.95,723.0,130.14,35296.81,2026-06-11 05:16:39,settled
SET_9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,pay_c3c75611-ffe3-4a49-854f-92fff366bad4,ORD00363,CUST0223,32773.59,655.47,117.98,32000.14,2026-03-04 22:45:03,settled
SET_0d259caa-b8ad-4d87-ba40-45dd93dfd907,pay_9384ec2b-44fe-4cae-9248-a9a7ac1aa554,ORD00364,CUST0020,23527.58,470.55,84.7,22972.33,2026-04-16 22:11:28,settled
SET_86341718-2ba6-4db3-bafe-b1149561c813,pay_2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,ORD00365,CUST0087,31200.64,624.01,112.32,30464.31,2026-06-06 08:48:47,settled
SET_c64c9647-9ea7-417c-b89f-7039a107cc46,pay_7135f221-a6c9-437f-84da-d06a7872bdeb,ORD00366,CUST0167,4107.73,82.15,14.79,4010.79,2026-05-11 14:27:11,settled
SET_d25864f2-25d4-40fc-a154-2765d756ba9c,pay_ff37d19c-2e76-428b-8735-44f9ea83bf00,ORD00367,CUST0219,33750.44,675.01,121.5,32953.93,2026-07-30 05:43:13,settled
SET_9293f705-0815-4147-be00-980eae441e21,pay_d0725b5c-a281-4044-af96-288295d82980,ORD00368,CUST0098,47711.57,954.23,171.76,46585.58,2026-07-10 12:00:00,settled
SET_30d73df7-1c22-4cea-b355-56a5f2bd92f2,pay_785299f4-175b-498d-b814-01027de1bdfe,ORD00369,CUST0224,27096.7,541.93,97.55,26457.22,2026-08-29 19:08:21,settled
SET_6b352f85-504e-4687-b0e7-e75604d9145e,pay_5230dfbd-5553-42fe-a889-803e5913f9d3-SET,ORD00370,CUST0018,11815.04,236.3,42.53,11536.21,2026-04-25 14:33:59,settled
SET_34323ec6-b0c4-401c-a9b7-c0fa26c432f6,pay_292bd156-db94-4570-9ac7-0ec0ab8ddeb4,ORD00371,CUST0059,37363.64,747.27,134.51,36481.86,2026-06-21 12:54:26,settled
SET_9c89d374-c664-45a7-8077-3e33690e7e62,pay_7ed70ed7-b194-490b-a961-929e546e035a,ORD00372,CUST0026,38042.45,760.85,136.95,37144.65,2026-02-10 00:47:43,settled
SET_d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,pay_668409e3-f1f8-443e-a99f-131849c8a43f,ORD00373,CUST0114,8401.6,168.03,30.25,8203.32,2026-04-30 07:13:34,settled
SET_b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,pay_0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,ORD00374,CUST0232,1544.47,30.89,5.56,1508.02,2026-05-08 23:23:27,settled
SET_7a768555-a987-4218-bf84-faef5336723b,pay_c5c5b37a-f85e-46a1-9dad-09b252c21221,ORD00376,CUST0096,21591.27,431.83,77.73,21081.71,2026-04-08 20:05:06,settled
SET_f4e95734-5052-4700-a077-96a38685abaa,pay_d32e6dcd-83bc-4478-9d6a-c7b86778043b,ORD-00377,CUST0136,20661.38,413.23,74.38,20173.77,2026-03-13 22:15:06,settled
SET_887b03e5-e980-4808-b5ac-824c2c55aef7,pay_de8ede0b-a85c-4e4a-804b-6fabfcf56188,ORD00378,CUST0044,8835.96,176.72,31.81,8627.43,2026-08-26 16:52:30,settled
SET_ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,pay_0de051a6-69ca-47d2-b644-14fd8ae769ed,ORD00379,CUST0223,19188.96,383.78,69.08,18736.1,2026-04-14 12:41:46,settled
SET_ae455cc6-b88e-430f-9e1e-994ac5a11f5c,pay_9f64eeed-5c9d-427d-84b8-71bb300568d2-SET,ORD00380,CUST0128,45650.17,913.0,164.34,44572.83,2026-02-26 13:57:13,settled
SET_f5141058-3138-4975-bbf3-3a349c2dfa97,pay_445dcc38-341c-4494-8d36-6dfcc28ebd70,ORD00382,CUST0118,12840.8,256.82,46.23,12537.75,2026-01-07 15:35:25,settled
SET_4c6a70f4-8ede-444d-876c-f68c3f1be0d0,pay_49bc473f-ed7b-4656-a18a-15368c99a894-SET,ORD00383,CUST0231,40251.19,805.02,144.9,39301.27,2026-04-25 16:55:17,settled
SET_fb756923-f910-4bb3-b105-32523990e2c9,pay_7c16128d-b2c0-4394-a17f-29e170286046,ORD00384,CUST0174,27375.25,547.5,98.55,26729.2,2026-01-30 16:26:34,settled
SET_b4746349-49fc-4cd8-856b-ad4c4c3077c4,pay_a14923c2-f920-464c-8763-fcd01f15c7b6,ORD00385,CUST0114,47267.26,945.35,170.16,46151.75,2026-08-20 04:33:54,settled
SET_7d2f4e58-b47a-4c5b-b0b3-901535102852,pay_b5b453ca-3d42-493c-8c9f-d3349bdf0377,ORD00386,CUST0077,31983.04,639.66,115.14,31228.24,2026-06-17 18:50:45,settled
SET_8f7c1d59-594b-4a3a-bad4-65a15129950d,pay_03802b70-8d03-491e-8f8d-5238288b78b5-SET,ORD-00387,CUST0177,12579.9,251.6,45.29,12283.01,2026-04-29 07:58:41,settled
SET_b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,pay_3985fb62-17dc-4eff-a872-13f98d605936,ORD00388,CUST0051,49968.74,999.37,179.89,48789.48,2026-07-08 15:49:32,settled
SET_92cf6021-1f33-442d-89ac-908746015028,pay_1d0bc9bd-e9b5-45cf-9766-5cdafe049059,ORD00389,CUST0028,11936.56,238.73,42.97,11654.86,2026-08-13 02:42:21,settled
SET_e5508ea2-6133-434d-8b0e-8eb1ad371d9e,pay_a5d04d53-1e12-42e3-b272-92b6762172ed-SET,ORD00390,CUST0092,28783.12,575.66,103.62,28103.84,2026-04-28 15:45:00,settled
SET_585abefb-d181-4f77-a500-1423faebcd19,pay_eec259dc-7f95-497c-a76a-a6ced50755d9,ORD00391,CUST0006,48899.43,977.99,176.04,47745.4,2026-06-05 17:10:36,settled
SET_257f7595-cdfb-4db9-85e7-8b23f4613f09,pay_b495db4e-8245-4fb4-8ab7-706eb77350ca,ORD00392,CUST0071,504.09,10.08,1.81,492.2,2026-01-21 01:07:31,settled
SET_ec8be537-58ab-4778-943b-45e3b6d1f6bb,pay_74eff545-3e65-4603-b8e3-654bfaf14ff0,ORD00394,CUST0214,45217.35,904.35,162.78,44150.22,2026-04-23 03:31:22,settled
SET_bf519362-41a6-4fed-a7ed-c8d8713f8f8c,pay_30cbd755-6232-417a-a507-41818d1fb540,ORD00395,CUST0199,39963.12,799.26,143.87,39019.99,2026-08-27 18:15:21,settled
SET_d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,pay_bf0d073d-821c-4336-9970-cf60ebff8d15,MER-ORD00396,CUST0206,17680.82,353.62,63.65,17263.55,2026-03-18 20:09:30,settled
SET_8fe069b6-eeda-4802-8568-f42689e03e22,pay_11df12d7-dd30-4e89-a2f2-35f2e11b868d,ORD00397,CUST0159,12606.28,252.13,45.38,12308.77,2026-02-25 02:52:29,settled
SET_1bf645f6-2324-4211-8588-fc1bb2384849,pay_dabac50d-ca3d-4859-85ce-099c46b82659-SET,MER-ORD00398,CUST0161,4948.48,98.97,17.81,4831.7,2026-01-17 07:26:42,settled
SET_e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,pay_00a81de9-d20f-47d0-8465-6d6b81fb18b3,ORD00400,CUST0149,18306.58,366.13,65.9,17874.55,2026-02-23 00:50:48,settled
SET_3b9b2d45-a350-45e4-b9c5-9df987f255d6,pay_d664d264-4c6e-47ff-b9de-7a3a486822b9,ORD00401,CUST0024,45490.43,909.81,163.77,44416.85,2026-05-08 21:14:34,settled
SET_548e1f6b-69ce-4e4e-99a6-92c90d700ea4,pay_a8f1e091-ffb8-402d-9475-dbc996418ced,ORD00402,CUST0192,20833.6,416.67,75.0,20191.93,2026-03-21 23:32:35,settled
SET_ae62990c-19bd-4f93-b8ef-7666b7a4c719,pay_7250ee18-260a-4962-9d81-b7f57d5911c6,ORD00403,CUST0034,39346.99,786.94,141.65,38418.4,2026-05-24 02:02:21,settled
SET_f6eab3a0-0153-4221-a331-0a28c550eca8,pay_551ac8ea-585a-4afa-bbfd-cc1289e06ab3,ORD00404,CUST0136,25139.56,502.79,90.5,24546.27,2026-04-19 20:08:20,settled
SET_286ed390-edd9-4a1a-ba58-5b278ce3e7c3,pay_6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,ORD00405,CUST0213,8310.77,166.22,29.92,8114.63,2026-07-17 03:08:50,settled
SET_e1721c83-ef5e-4376-a723-fb72682b163a,pay_de9e3757-5260-401e-aecf-67d2749176f4,ORD00406,CUST0248,40343.78,806.88,145.24,39391.66,2026-05-14 13:03:17,settled
SET_a689b424-7a3a-40e1-b9c7-73a0e0decc3d,pay_3d225c30-b28f-41de-bb14-0bc3304b8590,ORD00407,CUST0206,5846.97,116.94,21.05,5708.98,2026-02-02 05:50:27,settled
SET_0f25477d-a559-40e7-8910-fade52380bf2,pay_517400f8-0b2c-482a-a928-8e92c68a152f,ORD00409,CUST0221,33848.55,676.97,121.85,33049.73,2026-06-07 08:08:36,settled
SET_a6fd0cb1-16e6-45c0-84cb-294fe86e8e63,pay_e9d68f23-b489-4070-b914-f8a8bea4ff31,ORD00410,CUST0248,42302.65,846.05,152.29,41304.31,2026-08-07 10:31:48,settled
SET_bd1a8f4b-88ff-4d40-bb72-c86d92fa675f,pay_fd08b32c-62d6-4e93-a198-5d54cfb87e6f,ORD00411,CUST0094,4606.11,92.12,16.58,4497.41,2026-06-06 05:42:05,settled
SET_098c60b3-efc9-409e-99af-6e09b91e3d6e,,ORD00412,CUST0004,13296.48,265.93,47.87,12982.68,2026-02-19 23:55:49,settled
SET_6afa828c-2cd1-4b9f-abe5-841fe9c96c52,pay_f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,ORD00413,CUST0117,18492.42,369.85,66.57,18056.0,2026-04-15 19:31:17,settled
SET_ef158d5b-2d00-4d05-966d-4627e1dace6a,pay_f72169bb-8096-4718-a051-acef097a1e10,ORD00414,CUST0150,19113.17,382.26,68.81,18662.1,2026-05-26 06:23:07,settled
SET_df4e713e-f64e-4dfc-bfbe-ac7aefc59738,pay_03edd1f8-74f9-4d17-a912-b4bf86a4bae4,ORD00417,CUST0084,45771.27,915.43,164.78,44691.06,2026-03-28 23:17:30,settled
SET_0997623a-e072-4d96-8a1a-81f5ed10f004,pay_def57689-68f4-4bce-a4e7-5e8eb8f21423,MER-ORD00418,CUST0166,3254.53,65.09,11.72,3177.72,2026-07-10 07:17:13,settled
