payment_id,order_id,customer_id,payment_amount,payment_status,payment_date,payment_method
pay_1327f1bc-2784-478f-b84f-16b3a79fbfaf,ORD00419,CUST0233,35083.75,captured,2026-06-08 13:35:35,netbanking
pay_43d88870-f81d-4aa1-8812-0a8e78308930,ORD00420,CUST0030,7074.87,captured,2026-01-15 10:50:31,upi
pay_65c17795-b155-46bc-9f8d-ed9756abf2f1,ORD00421,CUST0078,49796.78,captured,2026-02-15 02:19:16,upi
pay_541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,ORD00422,CUST0025,11816.52,captured,2026-07-28 18:17:51,upi
pay_889b78d5-dbfd-497e-aca2-b148da330aa1,ORD00423,CUST0035,19493.43,captured,2026-05-25 02:04:40,wallet
pay_a075e927-5110-4492-b442-7e0b61484bb3,ORD00424,CUST0172,47474.1,captured,2026-07-29 18:57:32,card
pay_7cea2045-c268-483e-a32f-2e63b7fddd71,ORD00425,CUST0108,29408.28,captured,2026-03-02 00:15:28,card
pay_9e11d2cd-0930-4ef6-8a80-068ddf547e50,ORD00426,CUST0227,20802.74,captured,2026-02-08 10:56:54,upi
pay_af34cf65-a193-44b2-bc19-e71d118405ad,ORD00427,CUST0214,24518.42,captured,2026-06-08 11:54:56,netbanking
pay_3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,ORD00428,CUST0241,47580.92,captured,2026-01-13 16:56:16,upi
pay_fa745761-6f18-4108-9723-199dbf2c14a0,ORD00429,CUST0177,18589.44,captured,2026-06-22 04:37:47,upi
pay_b4323070-a23d-4c2f-82a7-96891933918c,ORD00430,CUST0114,47532.7,captured,2026-05-21 20:28:44,netbanking
pay_2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,ORD00431,CUST0026,49048.29,captured,2026-05-23 15:48:35,upi
pay_0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,ORD00432,CUST0140,45094.64,captured,2026-05-20 07:04:57,netbanking
pay_0e5dd462-cbd0-4ef2-930a-37df0bc61066,ORD00433,CUST0016,19967.17,captured,2026-03-15 17:08:38,netbanking
pay_6e417d47-5ff5-45ea-9bc4-40f14b1a269b,ORD00434,CUST0248,6195.77,captured,2026-06-26 14:16:23,card
pay_697c3923-87fa-441a-be83-b91f25440fe0,ORD00435,CUST0024,33172.16,captured,2026-08-20 21:48:13,netbanking
pay_2e183554-cae2-4e66-ae8a-781390e0a95b,ORD00436,CUST0249,1165.74,captured,2026-05-10 12:31:50,upi
pay_9c07a751-1437-4509-acd1-586a2b840c67,ORD00437,CUST0063,49442.16,captured,2026-08-08 06:14:53,netbanking
pay_aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,ORD00438,CUST0053,3523.65,captured,2026-08-04 05:35:27,upi
pay_9549c931-e9af-499d-bf67-1eec3da70577,ORD00439,CUST0054,29360.52,captured,2026-04-01 11:42:18,netbanking
pay_a34db7c5-760d-4bbb-bb70-b3a124a35cf2,ORD00440,CUST0085,38740.99,captured,2026-08-20 10:57:05,card
pay_aab612c9-415d-474a-b5a6-69814104a8b5,ORD00441,CUST0001,13936.01,captured,2026-02-26 04:35:22,upi
pay_771ad655-cdfc-4ee0-a61e-de900267deb3,ORD00442,CUST0034,27056.75,captured,2026-03-09 18:25:51,upi
pay_8beddb12-ad77-482f-89a2-3a89e6b5a92c,ORD00443,CUST0029,33086.78,captured,2026-01-11 00:17:18,upi
pay_f1faf665-7115-43f3-92e8-9d1028711733,ORD00444,CUST0034,841.53,captured,2026-04-03 09:40:59,netbanking
pay_4c955f6a-966b-4964-bcd6-bdca5876fd09,ORD00445,CUST0151,16256.2,captured,2026-03-09 16:05:32,card
pay_b0b862ef-6c9f-42b9-b647-8986a3917c99,ORD00446,CUST0068,2714.71,captured,2026-06-13 11:38:12,card
pay_4d57d880-d865-469a-b4f3-310340066ff2,ORD00447,CUST0135,5771.1,captured,2026-01-25 16:24:13,card
pay_da743152-627b-41a1-bfd6-f23232ffe294,ORD00448,CUST0122,22468.93,captured,2026-05-21 14:26:52,card
pay_61a11729-3cb9-4350-9b4d-a0fe7bb38605,ORD00449,CUST0132,29723.93,captured,2026-06-25 12:59:45,netbanking
pay_4bbe4aff-9326-4ffd-9be4-bf5192698698,ORD00450,CUST0129,11155.33,captured,2026-08-27 21:12:40,upi
pay_059dd55d-4b94-4e30-b303-f438fe2110d0,ORD00451,CUST0012,36389.43,captured,2026-07-22 12:16:39,wallet
pay_6553867d-a881-4fd3-947d-577bfa5a91ca,ORD00452,CUST0078,22956.32,captured,2026-01-13 02:20:42,card
pay_dd750e98-90e0-495f-8212-b554464458b4,ORD00453,CUST0016,49929.48,captured,2026-06-05 23:20:38,wallet
pay_f93e08d5-bea2-4dfe-873f-6e1baf908e3c,ORD00454,CUST0110,34336.27,captured,2026-07-10 09:38:12,netbanking
pay_bec39a37-9b3d-44bd-a91e-314e0c8e29e3,ORD00455,CUST0183,45494.07,captured,2026-01-29 12:58:59,netbanking
pay_e726be23-e776-4886-9534-ee1d7f2984f5,ORD00456,CUST0231,4131.44,captured,2026-08-25 05:44:34,wallet
pay_3ae909fe-cc82-48da-8696-f5e64944051b,ORD00457,CUST0038,3377.54,captured,2026-04-17 19:20:05,upi
pay_3810ae66-5a31-44cc-8d4b-69a99b689c88,ORD00458,CUST0160,31690.53,captured,2026-08-01 23:03:08,wallet
pay_402913ec-9ef2-493e-b0ac-7d7ba2f963a3,ORD00459,CUST0183,16326.75,captured,2026-08-21 00:05:44,netbanking
pay_c478f6f1-b88e-4318-816d-83edad81f8bd,ORD00460,CUST0136,14815.4,captured,2026-07-16 08:04:39,wallet
pay_2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,ORD00461,CUST0155,21566.95,captured,2026-02-14 10:24:59,card
pay_a0a11839-e745-4704-98df-bc3ca0d4de3d,ORD00462,CUST0219,32770.18,captured,2026-08-03 02:49:00,card
pay_c9e26074-4f16-49a0-8a17-991ea5769411,ORD00463,CUST0185,43288.07,captured,2026-06-17 00:32:32,upi
pay_5d678bb1-945e-42e4-888a-93ec70d9c9f8,ORD00464,CUST0116,44415.74,captured,2026-06-10 17:01:19,wallet
pay_e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,ORD00465,CUST0087,41388.22,captured,2026-06-04 20:26:04,wallet
pay_6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,ORD00466,CUST0107,36507.66,captured,2026-05-02 09:09:42,wallet
pay_c958e75e-21d5-4971-b367-49b52cf6bf75,ORD00467,CUST0110,15694.93,captured,2026-04-09 23:44:42,wallet
pay_5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,ORD00468,CUST0096,47684.27,captured,2026-07-04 04:29:49,upi
pay_45c45a3e-e9da-484a-8075-9f1f87e5f0fe,ORD00469,CUST0018,4652.12,captured,2026-02-03 03:39:12,netbanking
pay_e9ff1cae-41c8-4a8c-aa1f-955ad499da99,ORD00470,CUST0024,21650.64,captured,2026-05-25 17:19:13,upi
pay_f7a67b94-7b5a-411a-b1b6-4afed31edf1a,ORD00471,CUST0208,6592.76,captured,2026-01-24 07:03:47,netbanking
pay_ded255d0-bf1e-4366-8b8e-63d4ce7607ad,ORD00472,CUST0151,47835.57,captured,2026-08-07 03:16:06,netbanking
pay_77e490c7-1d7b-4313-8de2-2f1c56b60afc,ORD00473,CUST0085,33533.66,captured,2026-06-09 13:00:50,netbanking
pay_c1101266-2408-46dc-9346-d1a9f6802cdb,ORD00474,CUST0091,43693.01,captured,2026-06-14 06:03:25,wallet
pay_ad238d36-dc32-4c97-b9c1-e262f76c8ede,ORD00475,CUST0223,45800.6,captured,2026-01-20 23:30:43,upi
pay_65bcc272-fadd-4ea3-aca5-e2fdb966442a,ORD00476,CUST0248,14452.71,captured,2026-05-02 08:14:05,netbanking
pay_8eac0a33-cdf9-44a7-9882-b5c1f79efd70,ORD00477,CUST0091,5269.67,captured,2026-07-17 01:25:39,card
pay_6502d6a2-ca6a-4224-971e-16cc5da36f1b,ORD00478,CUST0055,7821.04,captured,2026-07-07 06:19:51,netbanking
pay_1fa382e8-895c-4d99-83b3-8eb403902c5d,ORD00479,CUST0058,42379.01,captured,2026-05-16 23:17:56,upi
pay_bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,ORD00480,CUST0217,27857.65,captured,2026-02-14 14:48:31,wallet
pay_618ae305-95a5-4afa-831d-029fac1e86d8,ORD00481,CUST0196,14000.55,captured,2026-03-29 19:57:19,card
pay_5f18e583-f0b6-483f-a377-f6f1d289f0ab,ORD00482,CUST0207,21512.71,captured,2026-08-06 20:34:45,netbanking
pay_78b2b549-3bdb-409e-acc2-16a01bbc91f7,ORD00483,CUST0250,38394.88,captured,2026-08-30 10:53:09,wallet
pay_f1738856-e25d-46eb-9e9a-9f83066803ee,ORD00484,CUST0158,33781.34,captured,2026-08-05 05:11:26,upi
pay_9c2e58de-ea4e-4617-93f8-382b8fb864e4,ORD00485,CUST0007,30488.85,captured,2026-04-14 20:47:36,upi
pay_a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,ORD00486,CUST0008,9102.76,captured,2026-04-30 23:56:45,card
pay_b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,ORD00487,CUST0236,17057.25,captured,2026-01-03 08:54:36,card
pay_1dde7969-6886-43db-a634-8e784d5c55c7,ORD00488,CUST0047,43506.15,captured,2026-08-08 22:29:42,netbanking
pay_0986bbeb-f23e-423d-8b9b-d93423c86d30,ORD00489,CUST0169,20099.14,captured,2026-02-25 02:22:03,wallet
pay_1dba1267-7e1c-45a1-bef5-18a64dead645,ORD00490,CUST0190,31695.28,captured,2026-01-12 21:44:41,wallet
pay_899ca782-e323-4d1a-bc1b-dacc18e19331,ORD00491,CUST0024,37330.98,captured,2026-03-25 13:11:01,upi
pay_5efa9c5b-7421-4f46-a37e-4b0122bae10e,ORD00492,CUST0097,21049.64,captured,2026-05-13 09:22:51,upi
pay_b24cc64f-be3e-4e57-b30a-9e32aba4fc03,ORD00493,CUST0041,18565.65,captured,2026-05-06 23:28:03,netbanking
pay_965befdf-6b4b-4411-8a4a-0e2df22b5b98,ORD00494,CUST0199,47076.23,captured,2026-08-20 13:12:30,netbanking
pay_e2aa7a5d-278e-400d-ba02-66efbe055787,ORD00495,CUST0022,44178.78,captured,2026-03-02 10:06:35,upi
pay_d56ce8ea-1959-4b5a-a7a8-f6366a35df59,ORD00496,CUST0041,37746.35,captured,2026-01-20 07:49:12,upi
pay_f065c817-687a-4850-9d9b-62317d45d8ef,ORD00497,CUST0173,4170.92,captured,2026-06-22 02:06:44,wallet
pay_b0b63bcf-0860-4833-879d-0cdaf396ea37,ORD00498,CUST0170,21258.34,captured,2026-08-24 18:21:30,wallet
pay_71d79665-7181-4dcf-b79e-fc6e5edb0d3c,ORD00499,CUST0114,20767.77,captured,2026-03-25 17:14:54,wallet
pay_5cd8fe1a-dafe-48a9-bc71-e0bef3579560,ORD00500,CUST0194,25666.08,captured,2026-05-15 01:14:39,netbanking
