payment_id,order_id,settlement_id,status,exception_type,payment_amount,settlement_amount,difference_amount,confidence,explanation
pay_bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,ORD00244,SET_71a3fad2-b094-4d2a-aaa9-3b436d15f16f,MATCHED,none,26135.16,26135.16,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,ORD00245,SET_ba108217-0ad7-49a2-b277-16ec59fefbbc,MATCHED,none,40429.14,40429.14,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_45df16b6-382c-443f-bcfc-9b793875394c,ORD00246,,EXCEPTION,missing_settlement,24226.53,,,1.0,No settlement record was found for this payment.
pay_638c254c-076e-4bba-bc53-08bf6f92f25e,ORD00247,SET_a3b442bd-4649-4296-af58-42c3ff86cc31,MATCHED,none,36578.21,36578.21,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_cc530e36-addc-4e13-ab3b-4d37560c95ee,ORD00248,SET_0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,MATCHED,none,42600.49,42600.49,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d72b6108-2a40-4f12-b963-f37f67814c1f,ORD00249,SET_67fd64c4-a334-458a-abd2-b5121335e5db,MATCHED,none,44093.4,44093.4,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_fb10987f-20ac-4703-ab67-146a77a6e17c,ORD00250,SET_bff9507d-cd14-403e-8359-9af65d01f55f,MATCHED,none,23288.95,23288.95,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,ORD00251,SET_07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,MATCHED,none,19011.57,19011.57,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a9ba5a27-907b-4e36-9786-48f864de82e6,ORD00252,SET_ad973b67-9b89-45cb-9942-644c248d31ec,MATCHED,none,42562.55,42562.55,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6db99102-a48b-4dbe-957d-94a106f028ff,ORD00253,"SET_20509c62-08e8-45d7-b02c-1821c8040fb7, SET_DUP_39b02e2a-d96e-484f-bdb0-174e7938878a",EXCEPTION,duplicate_settlement,10684.78,,,1.0,"Multiple settlements found: SET_20509c62-08e8-45d7-b02c-1821c8040fb7, SET_DUP_39b02e2a-d96e-484f-bdb0-174e7938878a"
pay_2e85cb21-7631-4e9d-9de9-f86322bd3388,ORD00254,SET_a52964ff-c74c-4890-bc6a-3174113634a5,MATCHED,none,14054.96,14054.96,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_53cd6268-610c-4373-8299-9aa40cdf742b,ORD00255,,EXCEPTION,missing_settlement,44017.36,,,1.0,No settlement record was found for this payment.
pay_56666f9f-53ac-4ab9-b467-2cd9362f5e5c,ORD00256,SET_2747b93c-9ae7-4eab-884a-67809136f1f8,MATCHED,none,25879.7,25879.7,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_473bd358-610e-4a64-a130-1617c2dff335,ORD00257,SET_5ef787b8-f2e6-495f-b32e-2016add702c9,MATCHED,none,12143.67,12143.67,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6bebac31-d4f8-4d72-b382-1cfdc083b73a,ORD00258,SET_13aec376-c359-410a-b1a6-014c5f3c44dc,MATCHED,none,27803.29,27803.29,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_78660765-14f7-4e8d-95bc-b8d04094dded,ORD00259,SET_5df06e8c-878a-4ed9-a33f-fc8292ec89af,MATCHED,none,23857.05,23857.05,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0d557b61-8a17-4dfe-bfc0-0dc804f64d86,ORD00260,SET_4758367b-a649-4cdc-907b-907265e58f34,MATCHED,none,39667.35,39667.35,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_39669fa7-5997-4043-b3b1-025bfff9f585,ORD00261,SET_06a241af-1d0a-47f7-b5e4-a4713fe68c9c,MATCHED,none,11157.66,11157.66,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f510ab53-c7fe-439f-9190-f938a66fd7f7,ORD00262,SET_848af440-7fc1-4858-afa0-d842bc55300b,MATCHED,none,33231.61,33231.61,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_07f194f9-c115-4d6d-8a4e-5b70a6d964a3,ORD00263,,EXCEPTION,missing_settlement,27718.3,,,1.0,No settlement record was found for this payment.
pay_d6d7b3b8-3309-4d35-bf4d-f561f319c125,ORD00264,SET_b43bd27f-42a2-49a6-8664-12854303cbc1,MATCHED,none,49831.91,49831.91,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3d114802-2702-478b-9f0f-da8d05379ff6,ORD00265,SET_9ca3fbb3-ff11-48ba-b6ee-1640723ef466,MATCHED,none,17655.35,17655.35,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1d48a071-ab61-47b1-b93b-4c3220500494,ORD00266,SET_ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,MATCHED,none,15400.49,15400.49,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_770c7798-37cc-463b-b2a0-345990604f62,ORD00267,SET_22bf18f5-1f65-4a87-b33e-e3447dbf4bc1,MATCHED,none,36092.09,36092.09,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5e6fea07-c453-4f1d-8199-2fdfb31022f0,ORD00268,SET_2c33350c-73b9-41d8-92f5-131ada52d2ee,MATCHED,none,37169.77,37169.77,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f6b751f7-9b74-4245-9b1b-c8952af43ab7,ORD00269,SET_ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,MATCHED,none,10897.59,10897.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_c71d5e60-1d52-46ab-b7e6-427cbf780e3f,ORD00270,SET_f7b217c7-ae92-4a71-8f7d-cb431679742f,MATCHED,none,36256.79,36256.79,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,ORD00271,SET_aaf78c67-51d0-4109-bc90-2838d8741408,MATCHED,none,14221.64,14221.64,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_edcb8cb6-0692-4c63-9424-aed51bac5c15,ORD00272,SET_8ccc9cea-109f-48ee-b5a4-720058f0dd23,MATCHED,none,9786.47,9786.47,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e87466d7-ad66-41bd-9367-6a024fdc6e1b,ORD00273,SET_4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,EXCEPTION,settlement_delay,9054.13,9054.13,0.0,1.0,Settlement occurred 10 days after payment.
pay_f1043785-658b-4523-a014-1de9f54ad0a2,ORD00274,,EXCEPTION,missing_settlement,26753.34,,,1.0,No settlement record was found for this payment.
pay_9793b9b4-1374-4146-b2c5-bd89b70b3420,ORD00275,SET_2c913a7c-a340-4f08-b341-91b8ed6522b4,MATCHED,none,48717.32,48717.32,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3e2b6091-a092-452a-94a0-57a7b0cc1b3b,ORD00276,SET_3967e60a-823d-4107-9c8a-c066cb2fafa3,MATCHED,none,34901.13,34901.13,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4d3485c5-c5c1-4eb4-b27b-3d901a16342c,ORD00277,SET_cac4d0eb-3373-430e-bc31-a5971f119c0f,MATCHED,none,43436.21,43436.21,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ce3714af-99b4-4350-af2b-99b4d9acd158,ORD00278,SET_7e7838c9-ca55-438b-bc9a-be10238d6f44,MATCHED,none,43648.71,43648.71,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,ORD00279,SET_9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,MATCHED,none,23522.91,23522.91,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8861fe18-58e2-4888-8a83-81bec85aca46,ORD00280,SET_fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,MATCHED,none,9299.75,9299.75,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_11a72609-5edd-4bbf-a959-76636daa2e68,ORD00281,SET_e25df9a8-9ca8-45c4-a138-afe08d38bbd8,MATCHED,none,47059.07,47059.07,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_033d2bce-575a-4d2c-a5c5-650c8186a576,ORD00282,SET_65edcfe3-4f2d-4d3f-90d4-de39161237c9,MATCHED,none,41123.57,41123.57,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7d7ddbed-d284-476c-ab88-f83dd97dc9cd,ORD00283,"SET_fd235def-3e5a-47e3-9560-db22c96b5edb, SET_9780c215-2b2b-48e9-a417-c09380a8a23d",EXCEPTION,duplicate_settlement,3796.7,,,1.0,"Multiple settlements found: SET_fd235def-3e5a-47e3-9560-db22c96b5edb, SET_9780c215-2b2b-48e9-a417-c09380a8a23d"
pay_5cb85aed-f5f6-4c97-aefb-63b11b049863,ORD00284,,EXCEPTION,missing_settlement,7544.96,,,1.0,No settlement record was found for this payment.
pay_75b17a55-d426-4982-a43e-4288a2b5b498,ORD00285,SET_20156a72-12e1-43a6-932c-ae01d2c65ee4,MATCHED,none,15261.39,15261.39,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,ORD00286,SET_12fc7a87-a470-4d48-9128-b9b1f8ede0ca,MATCHED,none,27947.84,27947.84,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a6846099-f729-4951-8591-31d2bbda0242,ORD00287,SET_8471b4b0-ae1b-4f69-b740-d83173318749,MATCHED,none,29846.73,29846.73,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_eb6c1016-cee6-44d0-9dac-6e8345241ea6,ORD00288,SET_d43cdd6d-e0c1-4f1e-a0da-897258321ee4,MATCHED,none,38807.11,38807.11,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,ORD00289,,EXCEPTION,missing_settlement,45434.37,,,1.0,No settlement record was found for this payment.
pay_97ac6aa8-bb24-48a3-9363-57b66f81cf4f,ORD00290,SET_21084dd9-f75d-4e3c-848d-56502e9522d6,MATCHED,none,29467.4,29467.4,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3ed8c56c-da09-4fa0-9282-8d8044b591f7,ORD00291,SET_de431e06-e924-4069-80bb-ae526ec01269,MATCHED,none,28474.61,28474.61,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4767d76c-162f-4a24-af43-613cd4aac9a3,ORD00292,"SET_84a2576c-1fc9-45f8-94d6-07350e2f8958, SET_1139fa12-34c1-43ea-bd9c-4e6404015ced, SET_DUP_24f43c62-b523-40de-9b87-d29c4cfd0fc1, SET_DUP_0d31812e-30c3-4756-9453-f867b97e6224",EXCEPTION,duplicate_settlement,48009.43,,,1.0,"Multiple settlements found: SET_84a2576c-1fc9-45f8-94d6-07350e2f8958, SET_1139fa12-34c1-43ea-bd9c-4e6404015ced, SET_DUP_24f43c62-b523-40de-9b87-d29c4cfd0fc1, SET_DUP_0d31812e-30c3-4756-9453-f867b97e6224"
pay_c01f36bf-3e6d-458b-b367-c28de1b294de,ORD00293,SET_2976aab2-2a26-4770-8ddb-1b36272c0588,MATCHED,none,38160.58,38160.58,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ab0e664e-9c3e-42d5-91e1-aa9676f72255,ORD00294,SET_39b86bb2-b596-4a7c-af4a-fa885299e505,MATCHED,none,33055.36,33055.36,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7e8adee7-0758-4201-961e-16d16105716b,ORD00295,SET_84d67c4f-f0df-4684-b28e-41225894f7f1,MATCHED,none,8773.3,8773.3,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,ORD00296,SET_143029a9-d88f-4c94-88b7-63d5e519dd7e,MATCHED,none,233.52,233.52,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4223623b-cc3e-4dde-9ad5-cf06364d7c87,ORD00297,,EXCEPTION,missing_settlement,29731.18,,,1.0,No settlement record was found for this payment.
pay_989d9d4a-e15c-4666-8797-b2c957207246,ORD00298,SET_a0017720-200b-4903-8642-6c458d03f17a,MATCHED,none,11650.66,11650.66,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8e485223-46b9-4991-a14e-b70db380c73a,ORD00299,,EXCEPTION,missing_settlement,42994.38,,,1.0,No settlement record was found for this payment.
pay_30e912f2-f2b4-4abf-8441-aefd0299436a,ORD00300,,EXCEPTION,missing_settlement,11747.85,,,1.0,No settlement record was found for this payment.
pay_680bac63-b856-4035-bdc9-829015eabb27,ORD00301,SET_2bd3cdcd-2779-4685-94a5-3fdef10d27c8,MATCHED,none,39583.26,39583.26,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3d85de89-c217-4429-8e20-07247d137018,ORD00302,SET_e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,MATCHED,none,40214.89,40214.89,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,ORD00303,SET_ec86a890-d7b0-4bdc-966e-3cbe9aea622f,MATCHED,none,5827.34,5827.34,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_046a0df5-cafd-4613-b2bb-912d7da67785,ORD00304,SET_dd20c3bf-d342-4f08-8a8b-b5b490494583,MATCHED,none,7534.57,7534.57,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6786d506-38ba-4abc-8b53-05e517d2582e,ORD00305,SET_f2d3f761-0ba3-4279-94cb-056407437c3b,MATCHED,none,7197.59,7197.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a9f948b2-4e63-44bb-be49-3f43b118f68d,ORD00306,SET_43c07d43-93a7-4792-8561-b8dca4364fcd,MATCHED,none,39652.17,39652.17,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8db06746-7927-4973-9e78-1fd794e0d3ba,ORD00307,SET_92779574-c457-4cc3-b5f7-89bca6b07458,MATCHED,none,41229.59,41229.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ff233d5f-6ced-415d-9800-7c0287ea7ff5,ORD00308,SET_07c0d116-a394-4d54-9e3c-5a886aa56e6d,MATCHED,none,6305.25,6305.25,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5a104129-54ae-4d1b-8ce6-424dbef59fe6,ORD00309,SET_8baaf744-a08d-421b-a395-4cb17f7f6c0a,MATCHED,none,20185.18,20185.18,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4e7ed827-455a-4762-b428-a656b3ee4d3b,ORD00310,,EXCEPTION,missing_settlement,27045.08,,,1.0,No settlement record was found for this payment.
pay_b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,ORD00311,,EXCEPTION,missing_settlement,29942.03,,,1.0,No settlement record was found for this payment.
pay_be2d740a-1e9b-43bc-90c7-c006314d3441,ORD00312,SET_741b77f5-4c24-4053-a7f5-ae02af5b8f47,MATCHED,none,16183.85,16183.85,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b0ae8f08-c31e-4bbc-b36c-b62b892e6161,ORD00313,,EXCEPTION,missing_settlement,4657.21,,,1.0,No settlement record was found for this payment.
pay_bd1531c8-3764-4bda-b108-d4482f65fafa,ORD00314,SET_76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,MATCHED,none,47544.24,47544.24,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_96ef2ad6-b97e-4703-86c8-adfe7bf47042,ORD00315,SET_24c778a5-9b4e-464b-9716-dc2e343ada2a,MATCHED,none,2107.56,2107.56,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_98c7472a-864e-4a13-829c-fc0cfa02eaec,ORD00316,SET_51beb80e-b7e6-414c-9c8a-49225005680f,MATCHED,none,25996.3,25996.3,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d52721e7-19bc-443e-bb02-bebb48729a4d,ORD00317,SET_586a346a-dc5b-47d1-bcef-1972bbf483ce,MATCHED,none,13980.01,13980.01,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5c62b3a2-3a3c-463e-8bd6-cee631b1b099,ORD00318,SET_c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,MATCHED,none,31775.76,31775.76,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b540b30e-039f-4a25-8d61-68bd2defe193,ORD00319,SET_1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,MATCHED,none,4653.0,4653.0,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0ba6eab9-4639-447b-a067-bdac88bd13d1,ORD00320,SET_1f5d988f-776a-4f09-bde2-885951b1943c,MATCHED,none,16732.09,16732.09,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,ORD00321,SET_24108e9a-3f77-4cae-b318-b96d44790612,MATCHED,none,8125.16,8125.16,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a34b6cf6-2053-4a42-b1af-db65b289f224,ORD00322,SET_f204be89-4a4b-4563-8cf4-77ef18c8a616,MATCHED,none,24823.9,24823.9,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1a432f0a-7daa-49f0-80b6-fce2de53790a,ORD00323,,EXCEPTION,missing_settlement,38048.94,,,1.0,No settlement record was found for this payment.
pay_48ca7651-92f5-4f7b-8323-d342df6a8f93,ORD00324,SET_e6fdd7af-dd84-4acc-b672-94643f8ea40a,MATCHED,none,4494.18,4494.18,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5738811d-70c2-403f-ba8d-03aa782a65e0,ORD00325,SET_ef0a573d-53d2-456d-9040-158728e213bc,MATCHED,none,5884.49,5884.49,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_40a26c60-0d27-4659-b72a-da9b2f32751e,ORD00326,SET_3098f7b2-500e-45c0-b89b-df7f93e34c35,MATCHED,none,25778.35,25778.35,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,ORD00327,SET_fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,MATCHED,none,43481.44,43481.44,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7de31a51-6694-4343-90ba-58e3d2762bdc,ORD00328,SET_e10b1a47-7fae-4748-b781-321e83c501cb,MATCHED,none,2804.78,2804.78,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_afbb411a-a123-4a8c-93b7-a88612f70c97,ORD00329,SET_170d7507-05ee-41d4-bf53-a88e4efc8248,MATCHED,none,31169.43,31169.43,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_cfa701cd-2631-400b-a6d7-94d30db95301,ORD00330,SET_750d112e-8164-4eec-a4ab-851bf1fac6e7,MATCHED,none,22157.84,22157.84,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,ORD00331,SET_95560a2d-3713-4466-bda0-6476f778c676,MATCHED,none,13426.11,13426.11,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8edddfcd-1e52-4770-bf89-7142fe716b14,ORD00332,SET_4806f804-0cf0-474c-8c74-dc0f5a575539,MATCHED,none,14472.65,14472.65,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_989bc4da-9b37-422b-aa8a-616fc3b290d0,ORD00333,,EXCEPTION,missing_settlement,1540.59,,,1.0,No settlement record was found for this payment.
pay_c693da11-39c6-41ca-9e50-aa42ca6dfda1,ORD00334,SET_4926ce5f-7878-4140-ac2a-4f71a77d95f1,MATCHED,none,12040.94,12040.94,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e893be3d-7354-4a6f-a160-745985c7504b,ORD00335,SET_1b84edc3-d8e0-49de-8217-ea0e896490ab,MATCHED,none,27586.87,27586.87,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_96a9954f-dc33-41f9-8c1f-55ab715629ee,ORD00336,SET_43b47ee5-e1e8-4e7e-a249-8f666e51484d,MATCHED,none,4751.14,4751.14,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9191b363-4e2d-4645-adc7-cac7fd72b050,ORD00337,SET_673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,MATCHED,none,47358.33,47358.33,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f5c9b047-9c10-4572-8f6b-40d09efba58b,ORD00338,SET_0d18ab95-668c-4477-8b95-017c5dae1201,EXCEPTION,settlement_delay,46639.39,46639.39,0.0,1.0,Settlement occurred 10 days after payment.
pay_c342bd2b-f295-456e-9967-5f06bd767e35,ORD00339,"SET_6e3c4532-1434-4f62-acac-028cba220065, SET_5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f",EXCEPTION,duplicate_settlement,35300.04,,,1.0,"Multiple settlements found: SET_6e3c4532-1434-4f62-acac-028cba220065, SET_5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f"
pay_43bfd931-3605-4f54-a021-c0ca3531968d,ORD00340,SET_62e7c1a6-12d2-4a06-89e1-cd138da00495,MATCHED,none,24176.73,24176.73,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3d67cde9-2834-44c0-94c8-b3b4a911d192,ORD00341,SET_8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,MATCHED,none,22893.64,22893.64,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_2812859a-1337-439e-8d4f-5d272c7f0b79,ORD00342,SET_9f8cc29f-fd35-4c5f-9347-9a3b479bc637,MATCHED,none,9611.46,9611.46,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b07aa066-7354-45ea-a894-9b8d00af5b3a,ORD00343,SET_20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,MATCHED,none,37340.0,37340.0,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_085b15fb-4a8f-4810-b84c-2f29980402a2,ORD00344,SET_5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,MATCHED,none,3583.52,3583.52,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_48603b32-b4fb-4eb9-89c1-3de73b4206c5,ORD00345,SET_8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,MATCHED,none,46718.99,46718.99,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,ORD00346,SET_24eeb4a6-c145-45c7-9d98-6115f05eeefe,MATCHED,none,41045.42,41045.42,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_43b9da13-ec85-4f37-bbc1-a987aff8754d,ORD00347,"SET_66c14dca-8255-4a61-9a3b-031932f57510, SET_DUP_0ec0713d-ea2c-4a51-b688-d11fce4758be",EXCEPTION,duplicate_settlement,14997.94,,,1.0,"Multiple settlements found: SET_66c14dca-8255-4a61-9a3b-031932f57510, SET_DUP_0ec0713d-ea2c-4a51-b688-d11fce4758be"
pay_96fc734d-a003-4d28-8a8f-3653c9af18f8,ORD00348,SET_09f64405-0b99-4034-8a4e-255280051b10,MATCHED,none,49945.23,49945.23,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_32a447b2-ef04-457d-8dcc-c33aa9434aa0,ORD00349,SET_cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,MATCHED,none,7514.91,7514.91,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_398d1ca6-8b68-40b5-9d61-fac36cd5e859,ORD00350,SET_2620f9a9-74fd-43d1-84f2-fd0f79474bfa,MATCHED,none,17321.68,17321.68,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_44007d5a-e88d-4719-a624-2b40a5cb63a2,ORD00351,SET_23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,MATCHED,none,27217.16,27217.16,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0f44704f-1247-4a4e-a469-98e8d39e198b,ORD00352,SET_518b2f21-9cf2-4859-ae6e-2e7253f591dc,MATCHED,none,16156.69,16156.69,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,ORD00353,"SET_9dd2f9de-fd98-4e33-a498-abe92999bbef, SET_DUP_6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d",EXCEPTION,duplicate_settlement,12016.4,,,1.0,"Multiple settlements found: SET_9dd2f9de-fd98-4e33-a498-abe92999bbef, SET_DUP_6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d"
pay_ebd34616-91b7-4d8e-9301-6989bfbbb17f,ORD00354,SET_97fe56c5-4c9a-4f24-97b4-c294bd44089d,MATCHED,none,42815.05,42815.05,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_77fc9703-1fd5-4423-b06c-5c5649e2623d,ORD00355,SET_827c9f8c-d40a-45e9-81df-6517561c9210,MATCHED,none,15977.0,15977.0,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_670acc5c-b321-4f21-8dd8-eb85b04d3376,ORD00356,SET_901bcdef-b56f-48ce-bd66-971e88476c56,MATCHED,none,45680.17,45680.17,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8a3c3b5e-801e-41da-85b1-ed25f1533ae8,ORD00357,,EXCEPTION,missing_settlement,49421.86,,,1.0,No settlement record was found for this payment.
pay_9918ee46-1497-4658-b010-f7197e695d0d,ORD00358,SET_1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,EXCEPTION,settlement_delay,48244.74,48244.74,0.0,1.0,Settlement occurred 10 days after payment.
pay_bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,ORD00359,"SET_4ec3f970-956d-40e4-aaa2-6216fada98f5, SET_DUP_636f6e5c-2253-4706-87ad-8b268eaa5841",EXCEPTION,duplicate_settlement,48271.14,,,1.0,"Multiple settlements found: SET_4ec3f970-956d-40e4-aaa2-6216fada98f5, SET_DUP_636f6e5c-2253-4706-87ad-8b268eaa5841"
pay_069f14f1-4018-4c6e-9a8c-fa3c5283aac7,ORD00360,SET_df41e335-b9ae-48e4-a615-99c8cbf81f86,MATCHED,none,5108.19,5108.19,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ac9ed156-f63f-4e41-ba9a-ca5e176132ed,ORD00361,,EXCEPTION,missing_settlement,26344.96,,,1.0,No settlement record was found for this payment.
pay_964db03f-9340-4fad-9c4a-d56bd6016237,ORD00362,SET_a7d4cf50-f791-41e5-83f9-cd6b797ebe87,MATCHED,none,36149.95,36149.95,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_c3c75611-ffe3-4a49-854f-92fff366bad4,ORD00363,SET_9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,MATCHED,none,32773.59,32773.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9384ec2b-44fe-4cae-9248-a9a7ac1aa554,ORD00364,SET_0d259caa-b8ad-4d87-ba40-45dd93dfd907,MATCHED,none,23527.58,23527.58,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
